"Notes"	"State"	"State Code"	"Year"	"Year Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"District of Columbia"	"11"	"2016"	"2016"	"Undetermined "	"4"	25	681170	3.7
	"District of Columbia"	"11"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	4440	681170	651.8
	"District of Columbia"	"11"	"2017"	"2017"	"Unintentional"	"1"	427	693972	61.5
	"District of Columbia"	"11"	"2017"	"2017"	"Suicide"	"2"	47	693972	6.8
	"District of Columbia"	"11"	"2017"	"2017"	"Homicide"	"3"	117	693972	16.9
	"District of Columbia"	"11"	"2017"	"2017"	"Undetermined "	"4"	25	693972	3.6
	"District of Columbia"	"11"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	4348	693972	626.5
	"District of Columbia"	"11"	"2018"	"2018"	"Unintentional"	"1"	395	702455	56.2
	"District of Columbia"	"11"	"2018"	"2018"	"Suicide"	"2"	54	702455	7.7
	"District of Columbia"	"11"	"2018"	"2018"	"Homicide"	"3"	144	702455	20.5
	"District of Columbia"	"11"	"2018"	"2018"	"Undetermined "	"4"	21	702455	3.0
	"District of Columbia"	"11"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	4394	702455	625.5
	"Florida"	"12"	"1999"	"1999"	"Unintentional"	"1"	5961	15759421	37.8
	"Florida"	"12"	"1999"	"1999"	"Suicide"	"2"	2029	15759421	12.9
	"Florida"	"12"	"1999"	"1999"	"Homicide"	"3"	964	15759421	6.1
	"Florida"	"12"	"1999"	"1999"	"Undetermined "	"4"	116	15759421	0.7
	"Florida"	"12"	"1999"	"1999"	"Legal Intervention / Operations of War"	"5"	15	15759421	Unreliable
	"Florida"	"12"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	154139	15759421	978.1
	"Florida"	"12"	"2000"	"2000"	"Unintentional"	"1"	6267	15982378	39.2
	"Florida"	"12"	"2000"	"2000"	"Suicide"	"2"	2086	15982378	13.1
	"Florida"	"12"	"2000"	"2000"	"Homicide"	"3"	937	15982378	5.9
	"Florida"	"12"	"2000"	"2000"	"Undetermined "	"4"	109	15982378	0.7
	"Florida"	"12"	"2000"	"2000"	"Legal Intervention / Operations of War"	"5"	23	15982378	0.1
	"Florida"	"12"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	154973	15982378	969.6
	"Florida"	"12"	"2001"	"2001"	"Unintentional"	"1"	6969	16356966	42.6
	"Florida"	"12"	"2001"	"2001"	"Suicide"	"2"	2314	16356966	14.1
	"Florida"	"12"	"2001"	"2001"	"Homicide"	"3"	969	16356966	5.9
	"Florida"	"12"	"2001"	"2001"	"Undetermined "	"4"	134	16356966	0.8
	"Florida"	"12"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	13	16356966	Unreliable
	"Florida"	"12"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	156870	16356966	959.0
	"Florida"	"12"	"2002"	"2002"	"Unintentional"	"1"	7396	16689370	44.3
	"Florida"	"12"	"2002"	"2002"	"Suicide"	"2"	2338	16689370	14.0
	"Florida"	"12"	"2002"	"2002"	"Homicide"	"3"	1008	16689370	6.0
	"Florida"	"12"	"2002"	"2002"	"Undetermined "	"4"	147	16689370	0.9
	"Florida"	"12"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	21	16689370	0.1
	"Florida"	"12"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	156904	16689370	940.1
	"Florida"	"12"	"2003"	"2003"	"Unintentional"	"1"	7919	17004085	46.6
	"Florida"	"12"	"2003"	"2003"	"Suicide"	"2"	2297	17004085	13.5
	"Florida"	"12"	"2003"	"2003"	"Homicide"	"3"	1004	17004085	5.9
	"Florida"	"12"	"2003"	"2003"	"Undetermined "	"4"	102	17004085	0.6
	"Florida"	"12"	"2003"	"2003"	"Legal Intervention / Operations of War"	"5"	14	17004085	Unreliable
	"Florida"	"12"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	157321	17004085	925.2
	"Florida"	"12"	"2004"	"2004"	"Unintentional"	"1"	8229	17415318	47.3
	"Florida"	"12"	"2004"	"2004"	"Suicide"	"2"	2389	17415318	13.7
	"Florida"	"12"	"2004"	"2004"	"Homicide"	"3"	1032	17415318	5.9
	"Florida"	"12"	"2004"	"2004"	"Undetermined "	"4"	150	17415318	0.9
	"Florida"	"12"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	15	17415318	Unreliable
	"Florida"	"12"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	157193	17415318	902.6
	"Florida"	"12"	"2005"	"2005"	"Unintentional"	"1"	8868	17842038	49.7
	"Florida"	"12"	"2005"	"2005"	"Suicide"	"2"	2347	17842038	13.2
	"Florida"	"12"	"2005"	"2005"	"Homicide"	"3"	998	17842038	5.6
	"Florida"	"12"	"2005"	"2005"	"Undetermined "	"4"	153	17842038	0.9
	"Florida"	"12"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	16	17842038	Unreliable
	"Florida"	"12"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	158409	17842038	887.8
	"Florida"	"12"	"2006"	"2006"	"Unintentional"	"1"	8917	18166990	49.1
	"Florida"	"12"	"2006"	"2006"	"Suicide"	"2"	2440	18166990	13.4
	"Florida"	"12"	"2006"	"2006"	"Homicide"	"3"	1214	18166990	6.7
	"Florida"	"12"	"2006"	"2006"	"Undetermined "	"4"	143	18166990	0.8
	"Florida"	"12"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	25	18166990	0.1
	"Florida"	"12"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	157327	18166990	866.0
	"Florida"	"12"	"2007"	"2007"	"Unintentional"	"1"	9113	18367842	49.6
	"Florida"	"12"	"2007"	"2007"	"Suicide"	"2"	2587	18367842	14.1
	"Florida"	"12"	"2007"	"2007"	"Homicide"	"3"	1324	18367842	7.2
	"Florida"	"12"	"2007"	"2007"	"Undetermined "	"4"	130	18367842	0.7
	"Florida"	"12"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	25	18367842	0.1
	"Florida"	"12"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	154917	18367842	843.4
	"Florida"	"12"	"2008"	"2008"	"Unintentional"	"1"	8939	18527305	48.2
	"Florida"	"12"	"2008"	"2008"	"Suicide"	"2"	2740	18527305	14.8
	"Florida"	"12"	"2008"	"2008"	"Homicide"	"3"	1300	18527305	7.0
	"Florida"	"12"	"2008"	"2008"	"Undetermined "	"4"	181	18527305	1.0
	"Florida"	"12"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	22	18527305	0.1
	"Florida"	"12"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	157521	18527305	850.2
	"Florida"	"12"	"2009"	"2009"	"Unintentional"	"1"	8746	18652644	46.9
	"Florida"	"12"	"2009"	"2009"	"Suicide"	"2"	2858	18652644	15.3
	"Florida"	"12"	"2009"	"2009"	"Homicide"	"3"	1134	18652644	6.1
	"Florida"	"12"	"2009"	"2009"	"Undetermined "	"4"	205	18652644	1.1
	"Florida"	"12"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	24	18652644	0.1
	"Florida"	"12"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	156957	18652644	841.5
	"Florida"	"12"	"2010"	"2010"	"Unintentional"	"1"	8875	18801310	47.2
	"Florida"	"12"	"2010"	"2010"	"Suicide"	"2"	2789	18801310	14.8
	"Florida"	"12"	"2010"	"2010"	"Homicide"	"3"	1114	18801310	5.9
	"Florida"	"12"	"2010"	"2010"	"Undetermined "	"4"	171	18801310	0.9
	"Florida"	"12"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	19	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	160823	18801310	855.4
	"Florida"	"12"	"2011"	"2011"	"Unintentional"	"1"	8901	19057542	46.7
	"Florida"	"12"	"2011"	"2011"	"Suicide"	"2"	2880	19057542	15.1
	"Florida"	"12"	"2011"	"2011"	"Homicide"	"3"	1143	19057542	6.0
	"Florida"	"12"	"2011"	"2011"	"Undetermined "	"4"	170	19057542	0.9
	"Florida"	"12"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	24	19057542	0.1
	"Florida"	"12"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	160858	19057542	844.1
	"Florida"	"12"	"2012"	"2012"	"Unintentional"	"1"	8770	19317568	45.4
	"Florida"	"12"	"2012"	"2012"	"Suicide"	"2"	3002	19317568	15.5
	"Florida"	"12"	"2012"	"2012"	"Homicide"	"3"	1200	19317568	6.2
	"Florida"	"12"	"2012"	"2012"	"Undetermined "	"4"	156	19317568	0.8
	"Florida"	"12"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	28	19317568	0.1
	"Florida"	"12"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	164135	19317568	849.7
	"Florida"	"12"	"2013"	"2013"	"Unintentional"	"1"	8736	19552860	44.7
	"Florida"	"12"	"2013"	"2013"	"Suicide"	"2"	2928	19552860	15.0
	"Florida"	"12"	"2013"	"2013"	"Homicide"	"3"	1150	19552860	5.9
	"Florida"	"12"	"2013"	"2013"	"Undetermined "	"4"	120	19552860	0.6
	"Florida"	"12"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	41	19552860	0.2
	"Florida"	"12"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	168137	19552860	859.9
	"Florida"	"12"	"2014"	"2014"	"Unintentional"	"1"	9432	19893297	47.4
	"Florida"	"12"	"2014"	"2014"	"Suicide"	"2"	3035	19893297	15.3
	"Florida"	"12"	"2014"	"2014"	"Homicide"	"3"	1159	19893297	5.8
	"Florida"	"12"	"2014"	"2014"	"Undetermined "	"4"	13	19893297	Unreliable
	"Florida"	"12"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	34	19893297	0.2
	"Florida"	"12"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	172283	19893297	866.0
	"Florida"	"12"	"2015"	"2015"	"Unintentional"	"1"	10578	20271272	52.2
	"Florida"	"12"	"2015"	"2015"	"Suicide"	"2"	3205	20271272	15.8
	"Florida"	"12"	"2015"	"2015"	"Homicide"	"3"	1208	20271272	6.0
	"Florida"	"12"	"2015"	"2015"	"Undetermined "	"4"	19	20271272	Unreliable
	"Florida"	"12"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	18	20271272	Unreliable
	"Florida"	"12"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	176709	20271272	871.7
	"Florida"	"12"	"2016"	"2016"	"Unintentional"	"1"	12561	20612439	60.9
	"Florida"	"12"	"2016"	"2016"	"Suicide"	"2"	3143	20612439	15.2
	"Florida"	"12"	"2016"	"2016"	"Homicide"	"3"	1294	20612439	6.3
	"Florida"	"12"	"2016"	"2016"	"Undetermined "	"4"	160	20612439	0.8
	"Florida"	"12"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	19	20612439	Unreliable
	"Florida"	"12"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	180136	20612439	873.9
	"Florida"	"12"	"2017"	"2017"	"Unintentional"	"1"	13059	20984400	62.2
	"Florida"	"12"	"2017"	"2017"	"Suicide"	"2"	3227	20984400	15.4
	"Florida"	"12"	"2017"	"2017"	"Homicide"	"3"	1269	20984400	6.0
	"Florida"	"12"	"2017"	"2017"	"Undetermined "	"4"	162	20984400	0.8
	"Florida"	"12"	"2017"	"2017"	"Legal Intervention / Operations of War"	"5"	24	20984400	0.1
	"Florida"	"12"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	185895	20984400	885.9
	"Florida"	"12"	"2018"	"2018"	"Unintentional"	"1"	12670	21299325	59.5
	"Florida"	"12"	"2018"	"2018"	"Suicide"	"2"	3567	21299325	16.7
	"Florida"	"12"	"2018"	"2018"	"Homicide"	"3"	1315	21299325	6.2
	"Florida"	"12"	"2018"	"2018"	"Undetermined "	"4"	154	21299325	0.7
	"Florida"	"12"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	31	21299325	0.1
	"Florida"	"12"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	187689	21299325	881.2
	"Georgia"	"13"	"1999"	"1999"	"Unintentional"	"1"	3078	8045965	38.3
	"Georgia"	"13"	"1999"	"1999"	"Suicide"	"2"	873	8045965	10.9
	"Georgia"	"13"	"1999"	"1999"	"Homicide"	"3"	634	8045965	7.9
	"Georgia"	"13"	"1999"	"1999"	"Undetermined "	"4"	55	8045965	0.7
	"Georgia"	"13"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	57381	8045965	713.2
	"Georgia"	"13"	"2000"	"2000"	"Unintentional"	"1"	3103	8186453	37.9
	"Georgia"	"13"	"2000"	"2000"	"Suicide"	"2"	847	8186453	10.3
	"Georgia"	"13"	"2000"	"2000"	"Homicide"	"3"	659	8186453	8.0
	"Georgia"	"13"	"2000"	"2000"	"Undetermined "	"4"	88	8186453	1.1
	"Georgia"	"13"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	59166	8186453	722.7
	"Georgia"	"13"	"2001"	"2001"	"Unintentional"	"1"	3396	8377038	40.5
	"Georgia"	"13"	"2001"	"2001"	"Suicide"	"2"	935	8377038	11.2
	"Georgia"	"13"	"2001"	"2001"	"Homicide"	"3"	681	8377038	8.1
	"Georgia"	"13"	"2001"	"2001"	"Undetermined "	"4"	94	8377038	1.1
	"Georgia"	"13"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	15	8377038	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	59364	8377038	708.7
	"Georgia"	"13"	"2002"	"2002"	"Unintentional"	"1"	3333	8508256	39.2
	"Georgia"	"13"	"2002"	"2002"	"Suicide"	"2"	909	8508256	10.7
	"Georgia"	"13"	"2002"	"2002"	"Homicide"	"3"	672	8508256	7.9
	"Georgia"	"13"	"2002"	"2002"	"Undetermined "	"4"	88	8508256	1.0
	"Georgia"	"13"	"2002"	"2002"	"Legal Intervention / Operations of War"	"5"	19	8508256	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	60428	8508256	710.2
	"Georgia"	"13"	"2003"	"2003"	"Unintentional"	"1"	3528	8622793	40.9
	"Georgia"	"13"	"2003"	"2003"	"Suicide"	"2"	972	8622793	11.3
	"Georgia"	"13"	"2003"	"2003"	"Homicide"	"3"	736	8622793	8.5
	"Georgia"	"13"	"2003"	"2003"	"Undetermined "	"4"	93	8622793	1.1
	"Georgia"	"13"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	61142	8622793	709.1
	"Georgia"	"13"	"2004"	"2004"	"Unintentional"	"1"	3667	8769252	41.8
	"Georgia"	"13"	"2004"	"2004"	"Suicide"	"2"	973	8769252	11.1
	"Georgia"	"13"	"2004"	"2004"	"Homicide"	"3"	659	8769252	7.5
	"Georgia"	"13"	"2004"	"2004"	"Undetermined "	"4"	83	8769252	0.9
	"Georgia"	"13"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	60427	8769252	689.1
	"Georgia"	"13"	"2005"	"2005"	"Unintentional"	"1"	3762	8925922	42.1
	"Georgia"	"13"	"2005"	"2005"	"Suicide"	"2"	924	8925922	10.4
	"Georgia"	"13"	"2005"	"2005"	"Homicide"	"3"	649	8925922	7.3
	"Georgia"	"13"	"2005"	"2005"	"Undetermined "	"4"	81	8925922	0.9
	"Georgia"	"13"	"2005"	"2005"	"Legal Intervention / Operations of War"	"5"	17	8925922	Unreliable
	"Georgia"	"13"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	61303	8925922	686.8
	"Georgia"	"13"	"2006"	"2006"	"Unintentional"	"1"	3879	9155813	42.4
	"Georgia"	"13"	"2006"	"2006"	"Suicide"	"2"	923	9155813	10.1
	"Georgia"	"13"	"2006"	"2006"	"Homicide"	"3"	687	9155813	7.5
	"Georgia"	"13"	"2006"	"2006"	"Undetermined "	"4"	86	9155813	0.9
	"Georgia"	"13"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	22	9155813	0.2
	"Georgia"	"13"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	62211	9155813	679.5
	"Georgia"	"13"	"2007"	"2007"	"Unintentional"	"1"	4012	9349988	42.9
	"Georgia"	"13"	"2007"	"2007"	"Suicide"	"2"	997	9349988	10.7
	"Georgia"	"13"	"2007"	"2007"	"Homicide"	"3"	771	9349988	8.2
	"Georgia"	"13"	"2007"	"2007"	"Undetermined "	"4"	95	9349988	1.0
	"Georgia"	"13"	"2007"	"2007"	"Legal Intervention / Operations of War"	"5"	14	9349988	Unreliable
	"Georgia"	"13"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	62442	9349988	667.8
	"Georgia"	"13"	"2008"	"2008"	"Unintentional"	"1"	3774	9504843	39.7
	"Georgia"	"13"	"2008"	"2008"	"Suicide"	"2"	981	9504843	10.3
	"Georgia"	"13"	"2008"	"2008"	"Homicide"	"3"	712	9504843	7.5
	"Georgia"	"13"	"2008"	"2008"	"Undetermined "	"4"	93	9504843	1.0
	"Georgia"	"13"	"2008"	"2008"	"Legal Intervention / Operations of War"	"5"	14	9504843	Unreliable
	"Georgia"	"13"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	64066	9504843	674.0
	"Georgia"	"13"	"2009"	"2009"	"Unintentional"	"1"	3812	9620846	39.6
	"Georgia"	"13"	"2009"	"2009"	"Suicide"	"2"	1134	9620846	11.8
	"Georgia"	"13"	"2009"	"2009"	"Homicide"	"3"	640	9620846	6.7
	"Georgia"	"13"	"2009"	"2009"	"Undetermined "	"4"	91	9620846	0.9
	"Georgia"	"13"	"2009"	"2009"	"Legal Intervention / Operations of War"	"5"	15	9620846	Unreliable
	"Georgia"	"13"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	64020	9620846	665.4
	"Georgia"	"13"	"2010"	"2010"	"Unintentional"	"1"	3745	9687653	38.7
	"Georgia"	"13"	"2010"	"2010"	"Suicide"	"2"	1133	9687653	11.7
	"Georgia"	"13"	"2010"	"2010"	"Homicide"	"3"	640	9687653	6.6
	"Georgia"	"13"	"2010"	"2010"	"Undetermined "	"4"	95	9687653	1.0
	"Georgia"	"13"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	12	9687653	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	65638	9687653	677.5
	"Georgia"	"13"	"2011"	"2011"	"Unintentional"	"1"	3785	9815210	38.6
	"Georgia"	"13"	"2011"	"2011"	"Suicide"	"2"	1157	9815210	11.8
	"Georgia"	"13"	"2011"	"2011"	"Homicide"	"3"	618	9815210	6.3
	"Georgia"	"13"	"2011"	"2011"	"Undetermined "	"4"	76	9815210	0.8
	"Georgia"	"13"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	17	9815210	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	65595	9815210	668.3
	"Georgia"	"13"	"2012"	"2012"	"Unintentional"	"1"	3731	9919945	37.6
	"Georgia"	"13"	"2012"	"2012"	"Suicide"	"2"	1168	9919945	11.8
	"Georgia"	"13"	"2012"	"2012"	"Homicide"	"3"	657	9919945	6.6
	"Georgia"	"13"	"2012"	"2012"	"Undetermined "	"4"	67	9919945	0.7
	"Georgia"	"13"	"2012"	"2012"	"Legal Intervention / Operations of War"	"5"	15	9919945	Unreliable
	"Georgia"	"13"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	67209	9919945	677.5
	"Georgia"	"13"	"2013"	"2013"	"Unintentional"	"1"	3727	9992167	37.3
	"Georgia"	"13"	"2013"	"2013"	"Suicide"	"2"	1212	9992167	12.1
	"Georgia"	"13"	"2013"	"2013"	"Homicide"	"3"	641	9992167	6.4
	"Georgia"	"13"	"2013"	"2013"	"Undetermined "	"4"	63	9992167	0.6
	"Georgia"	"13"	"2013"	"2013"	"Legal Intervention / Operations of War"	"5"	16	9992167	Unreliable
	"Georgia"	"13"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	69429	9992167	694.8
	"Georgia"	"13"	"2014"	"2014"	"Unintentional"	"1"	3963	10097343	39.2
	"Georgia"	"13"	"2014"	"2014"	"Suicide"	"2"	1295	10097343	12.8
	"Georgia"	"13"	"2014"	"2014"	"Homicide"	"3"	658	10097343	6.5
	"Georgia"	"13"	"2014"	"2014"	"Undetermined "	"4"	74	10097343	0.7
	"Georgia"	"13"	"2014"	"2014"	"Legal Intervention / Operations of War"	"5"	12	10097343	Unreliable
	"Georgia"	"13"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	70885	10097343	702.0
	"Georgia"	"13"	"2015"	"2015"	"Unintentional"	"1"	4344	10214860	42.5
	"Georgia"	"13"	"2015"	"2015"	"Suicide"	"2"	1317	10214860	12.9
	"Georgia"	"13"	"2015"	"2015"	"Homicide"	"3"	738	10214860	7.2
	"Georgia"	"13"	"2015"	"2015"	"Undetermined "	"4"	59	10214860	0.6
	"Georgia"	"13"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	20	10214860	0.2
	"Georgia"	"13"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	73464	10214860	719.2
	"Georgia"	"13"	"2016"	"2016"	"Unintentional"	"1"	4701	10310371	45.6
	"Georgia"	"13"	"2016"	"2016"	"Suicide"	"2"	1409	10310371	13.7
	"Georgia"	"13"	"2016"	"2016"	"Homicide"	"3"	806	10310371	7.8
	"Georgia"	"13"	"2016"	"2016"	"Undetermined "	"4"	78	10310371	0.8
	"Georgia"	"13"	"2016"	"2016"	"Legal Intervention / Operations of War"	"5"	24	10310371	0.2
	"Georgia"	"13"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	74410	10310371	721.7
	"Georgia"	"13"	"2017"	"2017"	"Unintentional"	"1"	4712	10429379	45.2
	"Georgia"	"13"	"2017"	"2017"	"Suicide"	"2"	1451	10429379	13.9
	"Georgia"	"13"	"2017"	"2017"	"Homicide"	"3"	810	10429379	7.8
	"Georgia"	"13"	"2017"	"2017"	"Undetermined "	"4"	84	10429379	0.8
	"Georgia"	"13"	"2017"	"2017"	"Legal Intervention / Operations of War"	"5"	26	10429379	0.2
	"Georgia"	"13"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	76015	10429379	728.9
	"Georgia"	"13"	"2018"	"2018"	"Unintentional"	"1"	4418	10519475	42.0
	"Georgia"	"13"	"2018"	"2018"	"Suicide"	"2"	1569	10519475	14.9
	"Georgia"	"13"	"2018"	"2018"	"Homicide"	"3"	794	10519475	7.5
	"Georgia"	"13"	"2018"	"2018"	"Undetermined "	"4"	93	10519475	0.9
	"Georgia"	"13"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	29	10519475	0.3
	"Georgia"	"13"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	78299	10519475	744.3
	"Hawaii"	"15"	"1999"	"1999"	"Unintentional"	"1"	293	1210300	24.2
	"Hawaii"	"15"	"1999"	"1999"	"Suicide"	"2"	136	1210300	11.2
	"Hawaii"	"15"	"1999"	"1999"	"Homicide"	"3"	38	1210300	3.1
	"Hawaii"	"15"	"1999"	"1999"	"Undetermined "	"4"	36	1210300	3.0
	"Hawaii"	"15"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	7766	1210300	641.7
	"Hawaii"	"15"	"2000"	"2000"	"Unintentional"	"1"	343	1211537	28.3
	"Hawaii"	"15"	"2000"	"2000"	"Suicide"	"2"	137	1211537	11.3
	"Hawaii"	"15"	"2000"	"2000"	"Homicide"	"3"	35	1211537	2.9
	"Hawaii"	"15"	"2000"	"2000"	"Undetermined "	"4"	32	1211537	2.6
	"Hawaii"	"15"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	7742	1211537	639.0
	"Hawaii"	"15"	"2001"	"2001"	"Unintentional"	"1"	372	1225948	30.3
	"Hawaii"	"15"	"2001"	"2001"	"Suicide"	"2"	136	1225948	11.1
	"Hawaii"	"15"	"2001"	"2001"	"Homicide"	"3"	34	1225948	2.8
	"Hawaii"	"15"	"2001"	"2001"	"Undetermined "	"4"	35	1225948	2.9
	"Hawaii"	"15"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	7814	1225948	637.4
	"Hawaii"	"15"	"2002"	"2002"	"Unintentional"	"1"	393	1239613	31.7
	"Hawaii"	"15"	"2002"	"2002"	"Suicide"	"2"	120	1239613	9.7
	"Hawaii"	"15"	"2002"	"2002"	"Homicide"	"3"	38	1239613	3.1
	"Hawaii"	"15"	"2002"	"2002"	"Undetermined "	"4"	33	1239613	2.7
	"Hawaii"	"15"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	8217	1239613	662.9
	"Hawaii"	"15"	"2003"	"2003"	"Unintentional"	"1"	415	1251154	33.2
	"Hawaii"	"15"	"2003"	"2003"	"Suicide"	"2"	131	1251154	10.5
	"Hawaii"	"15"	"2003"	"2003"	"Homicide"	"3"	20	1251154	1.6
	"Hawaii"	"15"	"2003"	"2003"	"Undetermined "	"4"	30	1251154	2.4
	"Hawaii"	"15"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	8381	1251154	669.9
	"Hawaii"	"15"	"2004"	"2004"	"Unintentional"	"1"	390	1273569	30.6
	"Hawaii"	"15"	"2004"	"2004"	"Suicide"	"2"	116	1273569	9.1
	"Hawaii"	"15"	"2004"	"2004"	"Homicide"	"3"	31	1273569	2.4
	"Hawaii"	"15"	"2004"	"2004"	"Undetermined "	"4"	45	1273569	3.5
	"Hawaii"	"15"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	8445	1273569	663.1
	"Hawaii"	"15"	"2005"	"2005"	"Unintentional"	"1"	436	1292729	33.7
	"Hawaii"	"15"	"2005"	"2005"	"Suicide"	"2"	107	1292729	8.3
	"Hawaii"	"15"	"2005"	"2005"	"Homicide"	"3"	25	1292729	1.9
	"Hawaii"	"15"	"2005"	"2005"	"Undetermined "	"4"	70	1292729	5.4
	"Hawaii"	"15"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	8498	1292729	657.4
	"Hawaii"	"15"	"2006"	"2006"	"Unintentional"	"1"	441	1309731	33.7
	"Hawaii"	"15"	"2006"	"2006"	"Suicide"	"2"	120	1309731	9.2
	"Hawaii"	"15"	"2006"	"2006"	"Homicide"	"3"	28	1309731	2.1
	"Hawaii"	"15"	"2006"	"2006"	"Undetermined "	"4"	76	1309731	5.8
	"Hawaii"	"15"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	8766	1309731	669.3
	"Hawaii"	"15"	"2007"	"2007"	"Unintentional"	"1"	470	1315675	35.7
	"Hawaii"	"15"	"2007"	"2007"	"Suicide"	"2"	133	1315675	10.1
	"Hawaii"	"15"	"2007"	"2007"	"Homicide"	"3"	24	1315675	1.8
	"Hawaii"	"15"	"2007"	"2007"	"Undetermined "	"4"	66	1315675	5.0
	"Hawaii"	"15"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	8802	1315675	669.0
	"Hawaii"	"15"	"2008"	"2008"	"Unintentional"	"1"	406	1332213	30.5
	"Hawaii"	"15"	"2008"	"2008"	"Suicide"	"2"	133	1332213	10.0
	"Hawaii"	"15"	"2008"	"2008"	"Homicide"	"3"	28	1332213	2.1
	"Hawaii"	"15"	"2008"	"2008"	"Undetermined "	"4"	50	1332213	3.8
	"Hawaii"	"15"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	8883	1332213	666.8
	"Hawaii"	"15"	"2009"	"2009"	"Unintentional"	"1"	436	1346717	32.4
	"Hawaii"	"15"	"2009"	"2009"	"Suicide"	"2"	175	1346717	13.0
	"Hawaii"	"15"	"2009"	"2009"	"Homicide"	"3"	23	1346717	1.7
