"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2002"	"2002"	"Psychostimulants with abuse potential"	"T43.6"	383	34871843	1.1
	"California"	"06"	"2002"	"2002"	"Other and unspecified drugs primarily affecting the autonomic nervous system"	"T44.9"	13	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Antiallergic and antiemetic drugs"	"T45.0"	87	34871843	0.2
	"California"	"06"	"2002"	"2002"	"Antineoplastic and immunosuppressive drugs"	"T45.1"	10	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Cardiac-stimulant glycosides and drugs of similar action"	"T46.0"	10	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Calcium-channel blockers"	"T46.1"	25	34871843	0.1
	"California"	"06"	"2002"	"2002"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	1631	34871843	4.7
	"California"	"06"	"2002"	"2002"	"Ethanol"	"T51.0"	164	34871843	0.5
	"California"	"06"	"2002"	"2002"	"Alcohol, unspecified"	"T51.9"	78	34871843	0.2
	"California"	"06"	"2002"	"2002"	"Toxic effect of unspecified substance"	"T65.9"	17	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Asphyxiation"	"T71"	12	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Drowning and nonfatal submersion"	"T75.1"	10	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Inhalation of gastric contents"	"W78"	17	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	25	34871843	0.1
	"California"	"06"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	284	34871843	0.8
	"California"	"06"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1149	34871843	3.3
	"California"	"06"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	991	34871843	2.8
	"California"	"06"	"2002"	"2002"	"Accidental poisoning by and exposure to alcohol"	"X45"	161	34871843	0.5
	"California"	"06"	"2002"	"2002"	"Exposure to unspecified factor"	"X59"	10	34871843	Unreliable
	"California"	"06"	"2002"	"2002"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	29	34871843	0.1
	"California"	"06"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	105	34871843	0.3
	"California"	"06"	"2002"	"2002"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	73	34871843	0.2
	"California"	"06"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	304	34871843	0.9
	"California"	"06"	"2002"	"2002"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	36	34871843	0.1
	"California"	"06"	"2002"	"2002"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	23	34871843	0.1
	"California"	"06"	"2002"	"2002"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	46	34871843	0.1
	"California"	"06"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	68	34871843	0.2
	"California"	"06"	"2003"	"2003"	"Septicaemia, unspecified"	"A41.9"	86	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Acute hepatitis C"	"B17.1"	82	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	11	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Unspecified diabetes mellitus, without complications"	"E14.9"	78	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Other obesity"	"E66.8"	33	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Obesity, unspecified"	"E66.9"	56	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	163	35253159	0.5
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	94	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	47	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	76	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	28	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	15	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	58	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	19	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	71	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	20	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	37	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of tobacco, dependence syndrome"	"F17.2"	10	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	31	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	400	35253159	1.1
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	73	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	131	35253159	0.4
	"California"	"06"	"2003"	"2003"	"Bipolar affective disorder, unspecified"	"F31.9"	21	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Depressive episode, unspecified"	"F32.9"	61	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	77	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Other specified disorders of brain"	"G93.8"	24	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Essential (primary) hypertension"	"I10"	88	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	163	35253159	0.5
	"California"	"06"	"2003"	"2003"	"Hypertensive renal disease without renal failure"	"I12.9"	16	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Acute myocardial infarction, unspecified"	"I21.9"	32	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	171	35253159	0.5
	"California"	"06"	"2003"	"2003"	"Atherosclerotic heart disease"	"I25.1"	210	35253159	0.6
	"California"	"06"	"2003"	"2003"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	10	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Acute and subacute infective endocarditis"	"I33.0"	18	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Endocarditis, valve unspecified"	"I38"	12	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Dilated cardiomyopathy"	"I42.0"	49	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other hypertrophic cardiomyopathy"	"I42.2"	46	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Alcoholic cardiomyopathy"	"I42.6"	11	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Cardiomyopathy, unspecified"	"I42.9"	44	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Cardiac arrest, unspecified"	"I46.9"	66	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Cardiac arrhythmia, unspecified"	"I49.9"	50	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Congestive heart failure"	"I50.0"	33	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Myocarditis, unspecified"	"I51.4"	17	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Cardiomegaly"	"I51.7"	244	35253159	0.7
	"California"	"06"	"2003"	"2003"	"Intracerebral haemorrhage, unspecified"	"I61.9"	15	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Generalized and unspecified atherosclerosis"	"I70.9"	12	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Bronchopneumonia, unspecified"	"J18.0"	70	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Pneumonia, unspecified"	"J18.9"	41	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Emphysema, unspecified"	"J43.9"	41	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	78	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Asthma, unspecified"	"J45.9"	18	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Pneumonitis due to food and vomit"	"J69.0"	14	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Adult respiratory distress syndrome"	"J80"	14	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Pulmonary oedema"	"J81"	22	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	10	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Respiratory failure, unspecified"	"J96.9"	60	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Oesophagitis"	"K20"	11	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Hepatic failure, unspecified"	"K72.9"	37	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other and unspecified cirrhosis of liver"	"K74.6"	112	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	99	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	10	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Necrotizing fasciitis"	"M72.6"	32	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Acute renal failure, unspecified"	"N17.9"	21	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Unspecified renal failure"	"N19"	22	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Respiratory arrest"	"R09.2"	35	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other specified symptoms and signs involving the circulatory and respiratory systems"	"R09.8"	14	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Hepatomegaly, not elsewhere classified"	"R16.0"	14	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Coma, unspecified"	"R40.2"	12	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Other chronic pain"	"R52.2"	21	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other and unspecified convulsions"	"R56.8"	33	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other ill-defined and unspecified causes of mortality"	"R99"	13	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	30	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Insulin and oral hypoglycaemic [antidiabetic] drugs"	"T38.3"	10	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Salicylates"	"T39.0"	12	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"4-Aminophenol derivatives"	"T39.1"	93	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Other nonsteroidal anti-inflammatory drugs [NSAID]"	"T39.3"	25	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Heroin"	"T40.1"	358	35253159	1.0
	"California"	"06"	"2003"	"2003"	"Other opioids"	"T40.2"	832	35253159	2.4
	"California"	"06"	"2003"	"2003"	"Methadone"	"T40.3"	146	35253159	0.4
	"California"	"06"	"2003"	"2003"	"Other synthetic narcotics"	"T40.4"	119	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Cocaine"	"T40.5"	396	35253159	1.1
	"California"	"06"	"2003"	"2003"	"Other and unspecified narcotics"	"T40.6"	220	35253159	0.6
	"California"	"06"	"2003"	"2003"	"Intravenous anaesthetics"	"T41.1"	10	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Barbiturates"	"T42.3"	39	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Benzodiazepines"	"T42.4"	268	35253159	0.8
	"California"	"06"	"2003"	"2003"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	39	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	48	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	150	35253159	0.4
	"California"	"06"	"2003"	"2003"	"Other and unspecified antidepressants"	"T43.2"	160	35253159	0.5
	"California"	"06"	"2003"	"2003"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	28	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	50	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Psychostimulants with abuse potential"	"T43.6"	468	35253159	1.3
	"California"	"06"	"2003"	"2003"	"Other and unspecified drugs primarily affecting the autonomic nervous system"	"T44.9"	26	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Antiallergic and antiemetic drugs"	"T45.0"	115	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Calcium-channel blockers"	"T46.1"	23	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Other antidysrhythmic drugs, not elsewhere classified"	"T46.2"	11	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Other and unspecified agents primarily acting on the respiratory system"	"T48.7"	17	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	1754	35253159	5.0
	"California"	"06"	"2003"	"2003"	"Ethanol"	"T51.0"	142	35253159	0.4
	"California"	"06"	"2003"	"2003"	"Alcohol, unspecified"	"T51.9"	78	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Drowning and nonfatal submersion"	"T75.1"	13	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Inhalation of gastric contents"	"W78"	17	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	34	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	363	35253159	1.0
	"California"	"06"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1042	35253159	3.0
	"California"	"06"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	1076	35253159	3.1
	"California"	"06"	"2003"	"2003"	"Accidental poisoning by and exposure to alcohol"	"X45"	153	35253159	0.4
	"California"	"06"	"2003"	"2003"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	21	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	114	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	64	35253159	0.2
	"California"	"06"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	345	35253159	1.0
	"California"	"06"	"2003"	"2003"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	30	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Assault by drugs, medicaments and biological substances"	"X85"	12	35253159	Unreliable
	"California"	"06"	"2003"	"2003"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	23	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	45	35253159	0.1
	"California"	"06"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	89	35253159	0.3
	"California"	"06"	"2003"	"2003"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	12	35253159	Unreliable
	"California"	"06"	"2004"	"2004"	"Septicaemia, unspecified"	"A41.9"	85	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Acute hepatitis C"	"B17.1"	95	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Chronic viral hepatitis C"	"B18.2"	19	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Malignant neoplasm of prostate"	"C61"	10	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Unspecified diabetes mellitus, without complications"	"E14.9"	79	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Other obesity"	"E66.8"	40	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Obesity, unspecified"	"E66.9"	65	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	182	35574576	0.5
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	96	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	69	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	81	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	30	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	19	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	61	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	29	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, dependence syndrome"	"F14.2"	14	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	82	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	32	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome"	"F15.2"	13	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	42	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	30	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	463	35574576	1.3
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	61	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	113	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Schizophrenia, unspecified"	"F20.9"	19	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Bipolar affective disorder, unspecified"	"F31.9"	24	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Depressive episode, unspecified"	"F32.9"	94	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Anxiety disorder, unspecified"	"F41.9"	22	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	65	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Other specified disorders of brain"	"G93.8"	32	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Essential (primary) hypertension"	"I10"	95	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	154	35574576	0.4
	"California"	"06"	"2004"	"2004"	"Hypertensive renal disease without renal failure"	"I12.9"	18	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Acute myocardial infarction, unspecified"	"I21.9"	16	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	122	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Atherosclerotic heart disease"	"I25.1"	216	35574576	0.6
	"California"	"06"	"2004"	"2004"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	12	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Acute and subacute infective endocarditis"	"I33.0"	20	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Endocarditis, valve unspecified"	"I38"	10	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Dilated cardiomyopathy"	"I42.0"	36	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other hypertrophic cardiomyopathy"	"I42.2"	77	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Cardiomyopathy, unspecified"	"I42.9"	32	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Cardiac arrest, unspecified"	"I46.9"	82	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Cardiac arrhythmia, unspecified"	"I49.9"	32	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Congestive heart failure"	"I50.0"	44	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Myocarditis, unspecified"	"I51.4"	16	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Cardiomegaly"	"I51.7"	241	35574576	0.7
	"California"	"06"	"2004"	"2004"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	10	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Intracerebral haemorrhage, unspecified"	"I61.9"	33	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Stroke, not specified as haemorrhage or infarction"	"I64"	11	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Other specified cerebrovascular diseases"	"I67.8"	13	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Bronchopneumonia, unspecified"	"J18.0"	65	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Pneumonia, unspecified"	"J18.9"	39	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Emphysema, unspecified"	"J43.9"	51	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	59	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Asthma, unspecified"	"J45.9"	33	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Pneumonitis due to food and vomit"	"J69.0"	17	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Pulmonary oedema"	"J81"	19	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Respiratory failure, unspecified"	"J96.9"	45	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other disorders of lung"	"J98.4"	10	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Oesophagitis"	"K20"	21	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Hepatic failure, unspecified"	"K72.9"	33	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other and unspecified cirrhosis of liver"	"K74.6"	100	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Inflammatory liver disease, unspecified"	"K75.9"	10	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	102	35574576	0.3
	"California"	"06"	"2004"	"2004"	"Dorsalgia, unspecified"	"M54.9"	19	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Necrotizing fasciitis"	"M72.6"	39	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Rheumatism, unspecified"	"M79.0"	10	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Acute renal failure, unspecified"	"N17.9"	17	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Unspecified renal failure"	"N19"	24	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other and unspecified abnormalities of breathing"	"R06.8"	11	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Respiratory arrest"	"R09.2"	23	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other chronic pain"	"R52.2"	24	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other and unspecified convulsions"	"R56.8"	40	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other ill-defined and unspecified causes of mortality"	"R99"	28	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Diffuse brain injury"	"S06.2"	15	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	24	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Insulin and oral hypoglycaemic [antidiabetic] drugs"	"T38.3"	12	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"Salicylates"	"T39.0"	17	35574576	Unreliable
	"California"	"06"	"2004"	"2004"	"4-Aminophenol derivatives"	"T39.1"	76	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Other nonsteroidal anti-inflammatory drugs [NSAID]"	"T39.3"	33	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Heroin"	"T40.1"	297	35574576	0.8
	"California"	"06"	"2004"	"2004"	"Other opioids"	"T40.2"	766	35574576	2.2
	"California"	"06"	"2004"	"2004"	"Methadone"	"T40.3"	208	35574576	0.6
	"California"	"06"	"2004"	"2004"	"Other synthetic narcotics"	"T40.4"	141	35574576	0.4
	"California"	"06"	"2004"	"2004"	"Cocaine"	"T40.5"	377	35574576	1.1
	"California"	"06"	"2004"	"2004"	"Other and unspecified narcotics"	"T40.6"	246	35574576	0.7
	"California"	"06"	"2004"	"2004"	"Cannabis (derivatives)"	"T40.7"	22	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Barbiturates"	"T42.3"	37	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Benzodiazepines"	"T42.4"	265	35574576	0.7
	"California"	"06"	"2004"	"2004"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	35	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	70	35574576	0.2
	"California"	"06"	"2004"	"2004"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	171	35574576	0.5
	"California"	"06"	"2004"	"2004"	"Other and unspecified antidepressants"	"T43.2"	192	35574576	0.5
	"California"	"06"	"2004"	"2004"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	29	35574576	0.1
	"California"	"06"	"2004"	"2004"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	79	35574576	0.2
