"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"2016"	"2016"	"Other synthetic narcotics"	"T40.4"	304	6633053	4.6
	"Indiana"	"18"	"2016"	"2016"	"Cocaine"	"T40.5"	111	6633053	1.7
	"Indiana"	"18"	"2016"	"2016"	"Other and unspecified narcotics"	"T40.6"	93	6633053	1.4
	"Indiana"	"18"	"2016"	"2016"	"Cannabis (derivatives)"	"T40.7"	23	6633053	0.3
	"Indiana"	"18"	"2016"	"2016"	"Benzodiazepines"	"T42.4"	194	6633053	2.9
	"Indiana"	"18"	"2016"	"2016"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	25	6633053	0.4
	"Indiana"	"18"	"2016"	"2016"	"Other and unspecified antidepressants"	"T43.2"	67	6633053	1.0
	"Indiana"	"18"	"2016"	"2016"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	25	6633053	0.4
	"Indiana"	"18"	"2016"	"2016"	"Psychostimulants with abuse potential"	"T43.6"	122	6633053	1.8
	"Indiana"	"18"	"2016"	"2016"	"Antiallergic and antiemetic drugs"	"T45.0"	45	6633053	0.7
	"Indiana"	"18"	"2016"	"2016"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	15	6633053	Unreliable
	"Indiana"	"18"	"2016"	"2016"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	915	6633053	13.8
	"Indiana"	"18"	"2016"	"2016"	"Ethanol"	"T51.0"	66	6633053	1.0
	"Indiana"	"18"	"2016"	"2016"	"Alcohol, unspecified"	"T51.9"	41	6633053	0.6
	"Indiana"	"18"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	66	6633053	1.0
	"Indiana"	"18"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	488	6633053	7.4
	"Indiana"	"18"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	765	6633053	11.5
	"Indiana"	"18"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	89	6633053	1.3
	"Indiana"	"18"	"2016"	"2016"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	6633053	Unreliable
	"Indiana"	"18"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	67	6633053	1.0
	"Indiana"	"18"	"2016"	"2016"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	10	6633053	Unreliable
	"Indiana"	"18"	"2016"	"2016"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	42	6633053	0.6
	"Indiana"	"18"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	58	6633053	0.9
	"Indiana"	"18"	"2016"	"2016"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	13	6633053	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	19	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Unspecified diabetes mellitus, without complications"	"E14.9"	19	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Other obesity"	"E66.8"	10	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Obesity, unspecified"	"E66.9"	10	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	36	6666818	0.5
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	47	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	31	6666818	0.5
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	13	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	120	6666818	1.8
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	105	6666818	1.6
	"Indiana"	"18"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	74	6666818	1.1
	"Indiana"	"18"	"2017"	"2017"	"Depressive episode, unspecified"	"F32.9"	28	6666818	0.4
	"Indiana"	"18"	"2017"	"2017"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	67	6666818	1.0
	"Indiana"	"18"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	35	6666818	0.5
	"Indiana"	"18"	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	51	6666818	0.8
	"Indiana"	"18"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	12	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	37	6666818	0.6
	"Indiana"	"18"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	30	6666818	0.4
	"Indiana"	"18"	"2017"	"2017"	"Dilated cardiomyopathy"	"I42.0"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	46	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	24	6666818	0.4
	"Indiana"	"18"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Cardiomegaly"	"I51.7"	37	6666818	0.6
	"Indiana"	"18"	"2017"	"2017"	"Emphysema, unspecified"	"J43.9"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	38	6666818	0.6
	"Indiana"	"18"	"2017"	"2017"	"Asthma, unspecified"	"J45.9"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Pulmonary oedema"	"J81"	40	6666818	0.6
	"Indiana"	"18"	"2017"	"2017"	"Acute respiratory failure"	"J96.0"	45	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Respiratory failure, unspecified"	"J96.9"	21	6666818	0.3
	"Indiana"	"18"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Respiratory arrest"	"R09.2"	13	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Coma, unspecified"	"R40.2"	15	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"4-Aminophenol derivatives"	"T39.1"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Heroin"	"T40.1"	327	6666818	4.9
	"Indiana"	"18"	"2017"	"2017"	"Other opioids"	"T40.2"	390	6666818	5.8
	"Indiana"	"18"	"2017"	"2017"	"Methadone"	"T40.3"	49	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Other synthetic narcotics"	"T40.4"	649	6666818	9.7
	"Indiana"	"18"	"2017"	"2017"	"Cocaine"	"T40.5"	249	6666818	3.7
	"Indiana"	"18"	"2017"	"2017"	"Other and unspecified narcotics"	"T40.6"	139	6666818	2.1
	"Indiana"	"18"	"2017"	"2017"	"Cannabis (derivatives)"	"T40.7"	70	6666818	1.0
	"Indiana"	"18"	"2017"	"2017"	"Benzodiazepines"	"T42.4"	308	6666818	4.6
	"Indiana"	"18"	"2017"	"2017"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	59	6666818	0.9
	"Indiana"	"18"	"2017"	"2017"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	10	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	43	6666818	0.6
	"Indiana"	"18"	"2017"	"2017"	"Other and unspecified antidepressants"	"T43.2"	133	6666818	2.0
	"Indiana"	"18"	"2017"	"2017"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	18	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	48	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Psychostimulants with abuse potential"	"T43.6"	289	6666818	4.3
	"Indiana"	"18"	"2017"	"2017"	"Beta-adrenoreceptor antagonists, not elsewhere classified"	"T44.7"	10	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Other and unspecified drugs primarily affecting the autonomic nervous system"	"T44.9"	11	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Antiallergic and antiemetic drugs"	"T45.0"	55	6666818	0.8
	"Indiana"	"18"	"2017"	"2017"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	27	6666818	0.4
	"Indiana"	"18"	"2017"	"2017"	"Antitussives"	"T48.3"	12	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	1038	6666818	15.6
	"Indiana"	"18"	"2017"	"2017"	"Ethanol"	"T51.0"	124	6666818	1.9
	"Indiana"	"18"	"2017"	"2017"	"Alcohol, unspecified"	"T51.9"	48	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	111	6666818	1.7
	"Indiana"	"18"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	655	6666818	9.8
	"Indiana"	"18"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	891	6666818	13.4
	"Indiana"	"18"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	156	6666818	2.3
	"Indiana"	"18"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	16	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	46	6666818	0.7
	"Indiana"	"18"	"2017"	"2017"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	13	6666818	Unreliable
	"Indiana"	"18"	"2017"	"2017"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	53	6666818	0.8
	"Indiana"	"18"	"2017"	"2017"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	45	6666818	0.7
	"Indiana"	"18"	"2018"	"2018"	"Septicaemia, unspecified"	"A41.9"	17	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Unspecified diabetes mellitus, without complications"	"E14.9"	23	6691878	0.3
	"Indiana"	"18"	"2018"	"2018"	"Other obesity"	"E66.8"	14	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	26	6691878	0.4
	"Indiana"	"18"	"2018"	"2018"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	13	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	29	6691878	0.4
	"Indiana"	"18"	"2018"	"2018"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	115	6691878	1.7
	"Indiana"	"18"	"2018"	"2018"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	98	6691878	1.5
	"Indiana"	"18"	"2018"	"2018"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	69	6691878	1.0
	"Indiana"	"18"	"2018"	"2018"	"Depressive episode, unspecified"	"F32.9"	22	6691878	0.3
	"Indiana"	"18"	"2018"	"2018"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	41	6691878	0.6
	"Indiana"	"18"	"2018"	"2018"	"Essential (primary) hypertension"	"I10"	47	6691878	0.7
	"Indiana"	"18"	"2018"	"2018"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	61	6691878	0.9
	"Indiana"	"18"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	15	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	40	6691878	0.6
	"Indiana"	"18"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	38	6691878	0.6
	"Indiana"	"18"	"2018"	"2018"	"Acute and subacute infective endocarditis"	"I33.0"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Dilated cardiomyopathy"	"I42.0"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Cardiac arrest, unspecified"	"I46.9"	62	6691878	0.9
	"Indiana"	"18"	"2018"	"2018"	"Cardiac arrhythmia, unspecified"	"I49.9"	18	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Cardiomegaly"	"I51.7"	23	6691878	0.3
	"Indiana"	"18"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	16	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	26	6691878	0.4
	"Indiana"	"18"	"2018"	"2018"	"Pulmonary oedema"	"J81"	34	6691878	0.5
	"Indiana"	"18"	"2018"	"2018"	"Acute respiratory failure"	"J96.0"	16	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Respiratory failure, unspecified"	"J96.9"	13	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Other and unspecified cirrhosis of liver"	"K74.6"	17	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Obstetric death of unspecified cause"	"O95"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Respiratory arrest"	"R09.2"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Coma, unspecified"	"R40.2"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Other ill-defined and unspecified causes of mortality"	"R99"	31	6691878	0.5
	"Indiana"	"18"	"2018"	"2018"	"4-Aminophenol derivatives"	"T39.1"	12	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Heroin"	"T40.1"	311	6691878	4.6
	"Indiana"	"18"	"2018"	"2018"	"Other opioids"	"T40.2"	323	6691878	4.8
	"Indiana"	"18"	"2018"	"2018"	"Methadone"	"T40.3"	55	6691878	0.8
	"Indiana"	"18"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	713	6691878	10.7
	"Indiana"	"18"	"2018"	"2018"	"Cocaine"	"T40.5"	254	6691878	3.8
	"Indiana"	"18"	"2018"	"2018"	"Other and unspecified narcotics"	"T40.6"	66	6691878	1.0
	"Indiana"	"18"	"2018"	"2018"	"Cannabis (derivatives)"	"T40.7"	55	6691878	0.8
	"Indiana"	"18"	"2018"	"2018"	"Barbiturates"	"T42.3"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Benzodiazepines"	"T42.4"	333	6691878	5.0
	"Indiana"	"18"	"2018"	"2018"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	56	6691878	0.8
	"Indiana"	"18"	"2018"	"2018"	"Antiepileptic and sedative-hypnotic drugs, unspecified"	"T42.7"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	16	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	41	6691878	0.6
	"Indiana"	"18"	"2018"	"2018"	"Other and unspecified antidepressants"	"T43.2"	138	6691878	2.1
	"Indiana"	"18"	"2018"	"2018"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	21	6691878	0.3
	"Indiana"	"18"	"2018"	"2018"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	60	6691878	0.9
	"Indiana"	"18"	"2018"	"2018"	"Psychostimulants with abuse potential"	"T43.6"	381	6691878	5.7
	"Indiana"	"18"	"2018"	"2018"	"Antiallergic and antiemetic drugs"	"T45.0"	80	6691878	1.2
	"Indiana"	"18"	"2018"	"2018"	"Antidiarrhoeal drugs"	"T47.6"	21	6691878	0.3
	"Indiana"	"18"	"2018"	"2018"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	35	6691878	0.5
	"Indiana"	"18"	"2018"	"2018"	"Antitussives"	"T48.3"	10	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	876	6691878	13.1
	"Indiana"	"18"	"2018"	"2018"	"Ethanol"	"T51.0"	125	6691878	1.9
	"Indiana"	"18"	"2018"	"2018"	"Alcohol, unspecified"	"T51.9"	40	6691878	0.6
	"Indiana"	"18"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	148	6691878	2.2
	"Indiana"	"18"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	521	6691878	7.8
	"Indiana"	"18"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	772	6691878	11.5
	"Indiana"	"18"	"2018"	"2018"	"Accidental poisoning by and exposure to alcohol"	"X45"	146	6691878	2.2
	"Indiana"	"18"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	20	6691878	0.3
	"Indiana"	"18"	"2018"	"2018"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	13	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	52	6691878	0.8
	"Indiana"	"18"	"2018"	"2018"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	11	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	12	6691878	Unreliable
	"Indiana"	"18"	"2018"	"2018"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	42	6691878	0.6
	"Indiana"	"18"	"2018"	"2018"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	37	6691878	0.6
	"Iowa"	"19"	"2016"	"2016"	"Unspecified diabetes mellitus, without complications"	"E14.9"	11	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Obesity, unspecified"	"E66.9"	16	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	16	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	15	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	21	3134693	0.7
	"Iowa"	"19"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	36	3134693	1.1
	"Iowa"	"19"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	13	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Depressive episode, unspecified"	"F32.9"	16	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	12	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	10	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27	3134693	0.9
	"Iowa"	"19"	"2016"	"2016"	"Cardiomegaly"	"I51.7"	23	3134693	0.7
	"Iowa"	"19"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Heroin"	"T40.1"	47	3134693	1.5
	"Iowa"	"19"	"2016"	"2016"	"Other opioids"	"T40.2"	82	3134693	2.6
	"Iowa"	"19"	"2016"	"2016"	"Methadone"	"T40.3"	13	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Other synthetic narcotics"	"T40.4"	58	3134693	1.9
	"Iowa"	"19"	"2016"	"2016"	"Cocaine"	"T40.5"	15	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Other and unspecified narcotics"	"T40.6"	13	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Benzodiazepines"	"T42.4"	54	3134693	1.7
	"Iowa"	"19"	"2016"	"2016"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	20	3134693	0.6
	"Iowa"	"19"	"2016"	"2016"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	18	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Other and unspecified antidepressants"	"T43.2"	40	3134693	1.3
	"Iowa"	"19"	"2016"	"2016"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	19	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Psychostimulants with abuse potential"	"T43.6"	80	3134693	2.6
	"Iowa"	"19"	"2016"	"2016"	"Antiallergic and antiemetic drugs"	"T45.0"	18	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	198	3134693	6.3
	"Iowa"	"19"	"2016"	"2016"	"Ethanol"	"T51.0"	37	3134693	1.2
	"Iowa"	"19"	"2016"	"2016"	"Alcohol, unspecified"	"T51.9"	14	3134693	Unreliable
	"Iowa"	"19"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	46	3134693	1.5
	"Iowa"	"19"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	68	3134693	2.2
	"Iowa"	"19"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	130	3134693	4.1
	"Iowa"	"19"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	38	3134693	1.2
	"Iowa"	"19"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	32	3134693	1.0
	"Iowa"	"19"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	14	3134693	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Obesity, unspecified"	"E66.9"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	21	3145711	0.7
	"Iowa"	"19"	"2017"	"2017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	17	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	33	3145711	1.0
	"Iowa"	"19"	"2017"	"2017"	"Depressive episode, unspecified"	"F32.9"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	14	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Cardiomegaly"	"I51.7"	18	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Bronchopneumonia, unspecified"	"J18.0"	10	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Heroin"	"T40.1"	61	3145711	1.9
	"Iowa"	"19"	"2017"	"2017"	"Other opioids"	"T40.2"	95	3145711	3.0
	"Iowa"	"19"	"2017"	"2017"	"Methadone"	"T40.3"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other synthetic narcotics"	"T40.4"	92	3145711	2.9
	"Iowa"	"19"	"2017"	"2017"	"Cocaine"	"T40.5"	19	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified narcotics"	"T40.6"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Benzodiazepines"	"T42.4"	64	3145711	2.0
	"Iowa"	"19"	"2017"	"2017"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	20	3145711	0.6
	"Iowa"	"19"	"2017"	"2017"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified antidepressants"	"T43.2"	54	3145711	1.7
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	11	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Psychostimulants with abuse potential"	"T43.6"	93	3145711	3.0
	"Iowa"	"19"	"2017"	"2017"	"Antiallergic and antiemetic drugs"	"T45.0"	26	3145711	0.8
	"Iowa"	"19"	"2017"	"2017"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	13	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	202	3145711	6.4
	"Iowa"	"19"	"2017"	"2017"	"Ethanol"	"T51.0"	38	3145711	1.2
	"Iowa"	"19"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	63	3145711	2.0
