"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced Cause"	"MCD - Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	383	2999212	12.8
	"Iowa"	"19"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	27158	2999212	905.5
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	166	3016734	5.5
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	57	3016734	1.9
	"Iowa"	"19"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	3016734	0.9
	"Iowa"	"19"	"2008"	"2008"	"All other drug-induced causes"	"D9"	466	3016734	15.4
	"Iowa"	"19"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	95	3016734	3.1
	"Iowa"	"19"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	380	3016734	12.6
	"Iowa"	"19"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	28482	3016734	944.1
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	164	3032870	5.4
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	56	3032870	1.8
	"Iowa"	"19"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	3032870	Unreliable
	"Iowa"	"19"	"2009"	"2009"	"All other drug-induced causes"	"D9"	488	3032870	16.1
	"Iowa"	"19"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	102	3032870	3.4
	"Iowa"	"19"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	439	3032870	14.5
	"Iowa"	"19"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	27481	3032870	906.1
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	3046355	6.9
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	3046355	2.2
	"Iowa"	"19"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	27	3046355	0.9
	"Iowa"	"19"	"2010"	"2010"	"All other drug-induced causes"	"D9"	463	3046355	15.2
	"Iowa"	"19"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	118	3046355	3.9
	"Iowa"	"19"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	411	3046355	13.5
	"Iowa"	"19"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	27686	3046355	908.8
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	202	3062309	6.6
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	63	3062309	2.1
	"Iowa"	"19"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	3062309	0.8
	"Iowa"	"19"	"2011"	"2011"	"All other drug-induced causes"	"D9"	4397	3062309	143.6
	"Iowa"	"19"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	108	3062309	3.5
	"Iowa"	"19"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	485	3062309	15.8
	"Iowa"	"19"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	28113	3062309	918.0
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	211	3074186	6.9
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	55	3074186	1.8
	"Iowa"	"19"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	3074186	0.8
	"Iowa"	"19"	"2012"	"2012"	"All other drug-induced causes"	"D9"	4720	3074186	153.5
	"Iowa"	"19"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	136	3074186	4.4
	"Iowa"	"19"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	517	3074186	16.8
	"Iowa"	"19"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	28301	3074186	920.6
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	241	3090416	7.8
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	52	3090416	1.7
	"Iowa"	"19"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	3090416	Unreliable
	"Iowa"	"19"	"2013"	"2013"	"All other drug-induced causes"	"D9"	4969	3090416	160.8
	"Iowa"	"19"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	121	3090416	3.9
	"Iowa"	"19"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	536	3090416	17.3
	"Iowa"	"19"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	28878	3090416	934.4
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	227	3107126	7.3
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	53	3107126	1.7
	"Iowa"	"19"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	3107126	0.7
	"Iowa"	"19"	"2014"	"2014"	"All other drug-induced causes"	"D9"	4877	3107126	157.0
	"Iowa"	"19"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	122	3107126	3.9
	"Iowa"	"19"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	646	3107126	20.8
	"Iowa"	"19"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	29087	3107126	936.1
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	287	3123899	9.2
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	64	3123899	2.0
	"Iowa"	"19"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	3123899	Unreliable
	"Iowa"	"19"	"2015"	"2015"	"All other drug-induced causes"	"D9"	4974	3123899	159.2
	"Iowa"	"19"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	127	3123899	4.1
	"Iowa"	"19"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	651	3123899	20.8
	"Iowa"	"19"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	29517	3123899	944.9
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	293	3134693	9.3
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	59	3134693	1.9
	"Iowa"	"19"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	3134693	0.7
	"Iowa"	"19"	"2016"	"2016"	"All other drug-induced causes"	"D9"	5081	3134693	162.1
	"Iowa"	"19"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	122	3134693	3.9
	"Iowa"	"19"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	673	3134693	21.5
	"Iowa"	"19"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	29448	3134693	939.4
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	314	3145711	10.0
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	3145711	2.1
	"Iowa"	"19"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	3145711	Unreliable
	"Iowa"	"19"	"2017"	"2017"	"All other drug-induced causes"	"D9"	5371	3145711	170.7
	"Iowa"	"19"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	130	3145711	4.1
	"Iowa"	"19"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	739	3145711	23.5
	"Iowa"	"19"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	30439	3145711	967.6
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	270	3156145	8.6
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	65	3156145	2.1
	"Iowa"	"19"	"2018"	"2018"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	3156145	Unreliable
	"Iowa"	"19"	"2018"	"2018"	"All other drug-induced causes"	"D9"	5609	3156145	177.7
	"Iowa"	"19"	"2018"	"2018"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	123	3156145	3.9
	"Iowa"	"19"	"2018"	"2018"	"All other alcohol-induced causes"	"A9"	737	3156145	23.4
	"Iowa"	"19"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O9"	30256	3156145	958.6
	"Kansas"	"20"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	65	2678338	2.4
	"Kansas"	"20"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	2678338	0.9
	"Kansas"	"20"	"1999"	"1999"	"All other drug-induced causes"	"D9"	128	2678338	4.8
	"Kansas"	"20"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	285	2678338	10.6
	"Kansas"	"20"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	24444	2678338	912.7
	"Kansas"	"20"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	68	2688418	2.5
	"Kansas"	"20"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	36	2688418	1.3
	"Kansas"	"20"	"2000"	"2000"	"All other drug-induced causes"	"D9"	227	2688418	8.4
	"Kansas"	"20"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	13	2688418	Unreliable
	"Kansas"	"20"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	293	2688418	10.9
	"Kansas"	"20"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	24696	2688418	918.6
	"Kansas"	"20"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	104	2702162	3.8
	"Kansas"	"20"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	38	2702162	1.4
	"Kansas"	"20"	"2001"	"2001"	"All other drug-induced causes"	"D9"	261	2702162	9.7
	"Kansas"	"20"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	342	2702162	12.7
	"Kansas"	"20"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	24615	2702162	910.9
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	124	2713535	4.6
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	46	2713535	1.7
	"Kansas"	"20"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	2713535	Unreliable
	"Kansas"	"20"	"2002"	"2002"	"All other drug-induced causes"	"D9"	273	2713535	10.1
	"Kansas"	"20"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	2713535	Unreliable
	"Kansas"	"20"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	390	2713535	14.4
	"Kansas"	"20"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	24981	2713535	920.6
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	128	2723004	4.7
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	57	2723004	2.1
	"Kansas"	"20"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	2723004	0.7
	"Kansas"	"20"	"2003"	"2003"	"All other drug-induced causes"	"D9"	289	2723004	10.6
	"Kansas"	"20"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	18	2723004	Unreliable
	"Kansas"	"20"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	383	2723004	14.1
	"Kansas"	"20"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	24549	2723004	901.5
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	167	2734373	6.1
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	54	2734373	2.0
	"Kansas"	"20"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	2734373	1.1
	"Kansas"	"20"	"2004"	"2004"	"All other drug-induced causes"	"D9"	319	2734373	11.7
	"Kansas"	"20"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	2734373	Unreliable
	"Kansas"	"20"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	374	2734373	13.7
	"Kansas"	"20"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	23791	2734373	870.1
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	188	2745299	6.8
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	54	2745299	2.0
	"Kansas"	"20"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	2745299	0.8
	"Kansas"	"20"	"2005"	"2005"	"All other drug-induced causes"	"D9"	3920	2745299	142.8
	"Kansas"	"20"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	2745299	0.8
	"Kansas"	"20"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	415	2745299	15.1
	"Kansas"	"20"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	24636	2745299	897.4
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	197	2762931	7.1
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	51	2762931	1.8
	"Kansas"	"20"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	33	2762931	1.2
	"Kansas"	"20"	"2006"	"2006"	"All other drug-induced causes"	"D9"	3604	2762931	130.4
	"Kansas"	"20"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	2762931	Unreliable
	"Kansas"	"20"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	393	2762931	14.2
	"Kansas"	"20"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	24508	2762931	887.0
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	187	2783785	6.7
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	67	2783785	2.4
	"Kansas"	"20"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	44	2783785	1.6
	"Kansas"	"20"	"2007"	"2007"	"All other drug-induced causes"	"D9"	3471	2783785	124.7
	"Kansas"	"20"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	76	2783785	2.7
	"Kansas"	"20"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	407	2783785	14.6
	"Kansas"	"20"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	24425	2783785	877.4
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	187	2808076	6.7
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	33	2808076	1.2
	"Kansas"	"20"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	26	2808076	0.9
	"Kansas"	"20"	"2008"	"2008"	"All other drug-induced causes"	"D9"	3582	2808076	127.6
	"Kansas"	"20"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	61	2808076	2.2
	"Kansas"	"20"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	364	2808076	13.0
	"Kansas"	"20"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	24905	2808076	886.9
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	259	2832704	9.1
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	2832704	2.2
	"Kansas"	"20"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	2832704	0.8
	"Kansas"	"20"	"2009"	"2009"	"All other drug-induced causes"	"D9"	3439	2832704	121.4
	"Kansas"	"20"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	106	2832704	3.7
	"Kansas"	"20"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	411	2832704	14.5
	"Kansas"	"20"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	23963	2832704	845.9
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	223	2853118	7.8
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	49	2853118	1.7
	"Kansas"	"20"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	36	2853118	1.3
	"Kansas"	"20"	"2010"	"2010"	"All other drug-induced causes"	"D9"	3476	2853118	121.8
	"Kansas"	"20"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	87	2853118	3.0
	"Kansas"	"20"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	369	2853118	12.9
	"Kansas"	"20"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	24435	2853118	856.4
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	243	2871238	8.5
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	49	2871238	1.7
	"Kansas"	"20"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	37	2871238	1.3
	"Kansas"	"20"	"2011"	"2011"	"All other drug-induced causes"	"D9"	3405	2871238	118.6
	"Kansas"	"20"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	86	2871238	3.0
	"Kansas"	"20"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	402	2871238	14.0
	"Kansas"	"20"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	25041	2871238	872.1
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	274	2885905	9.5
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	2885905	2.1
	"Kansas"	"20"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	2885905	0.8
	"Kansas"	"20"	"2012"	"2012"	"All other drug-induced causes"	"D9"	3608	2885905	125.0
	"Kansas"	"20"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	99	2885905	3.4
	"Kansas"	"20"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	410	2885905	14.2
	"Kansas"	"20"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	25089	2885905	869.4
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	294	2893957	10.2
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	58	2893957	2.0
	"Kansas"	"20"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	26	2893957	0.9
	"Kansas"	"20"	"2013"	"2013"	"All other drug-induced causes"	"D9"	3468	2893957	119.8
	"Kansas"	"20"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	135	2893957	4.7
	"Kansas"	"20"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	395	2893957	13.6
	"Kansas"	"20"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	25354	2893957	876.1
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	301	2904021	10.4
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	62	2904021	2.1
	"Kansas"	"20"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	2904021	1.0
	"Kansas"	"20"	"2014"	"2014"	"All other drug-induced causes"	"D9"	3758	2904021	129.4
	"Kansas"	"20"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	127	2904021	4.4
	"Kansas"	"20"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	460	2904021	15.8
	"Kansas"	"20"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	25720	2904021	885.7
	"Kansas"	"20"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	302	2911641	10.4
	"Kansas"	"20"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	60	2911641	2.1
	"Kansas"	"20"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	2911641	Unreliable
	"Kansas"	"20"	"2015"	"2015"	"All other drug-induced causes"	"D9"	4030	2911641	138.4
	"Kansas"	"20"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	105	2911641	3.6
	"Kansas"	"20"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	489	2911641	16.8
	"Kansas"	"20"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	26593	2911641	913.3
	"Kansas"	"20"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	285	2907289	9.8
	"Kansas"	"20"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	72	2907289	2.5
	"Kansas"	"20"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	2907289	Unreliable
	"Kansas"	"20"	"2016"	"2016"	"All other drug-induced causes"	"D9"	4147	2907289	142.6
	"Kansas"	"20"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	108	2907289	3.7
	"Kansas"	"20"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	495	2907289	17.0
	"Kansas"	"20"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	26158	2907289	899.7
	"Kansas"	"20"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	299	2913123	10.3
	"Kansas"	"20"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	57	2913123	2.0
	"Kansas"	"20"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	2913123	0.8
	"Kansas"	"20"	"2017"	"2017"	"All other drug-induced causes"	"D9"	4743	2913123	162.8
	"Kansas"	"20"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	83	2913123	2.8
	"Kansas"	"20"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	563	2913123	19.3
	"Kansas"	"20"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	26980	2913123	926.2
	"Kansas"	"20"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	315	2911505	10.8
	"Kansas"	"20"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	66	2911505	2.3
	"Kansas"	"20"	"2018"	"2018"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	23	2911505	0.8
	"Kansas"	"20"	"2018"	"2018"	"All other drug-induced causes"	"D9"	4694	2911505	161.2
	"Kansas"	"20"	"2018"	"2018"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	112	2911505	3.8
	"Kansas"	"20"	"2018"	"2018"	"All other alcohol-induced causes"	"A9"	611	2911505	21.0
	"Kansas"	"20"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O9"	27451	2911505	942.8
	"Kentucky"	"21"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	179	4018053	4.5
	"Kentucky"	"21"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	29	4018053	0.7
	"Kentucky"	"21"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	4018053	0.5
	"Kentucky"	"21"	"1999"	"1999"	"All other drug-induced causes"	"D9"	228	4018053	5.7
	"Kentucky"	"21"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	4018053	0.5
	"Kentucky"	"21"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	463	4018053	11.5
	"Kentucky"	"21"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	39282	4018053	977.6
	"Kentucky"	"21"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	213	4041769	5.3
	"Kentucky"	"21"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	39	4041769	1.0
	"Kentucky"	"21"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	4041769	Unreliable
	"Kentucky"	"21"	"2000"	"2000"	"All other drug-induced causes"	"D9"	343	4041769	8.5
	"Kentucky"	"21"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	4041769	0.8
	"Kentucky"	"21"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	493	4041769	12.2
	"Kentucky"	"21"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	39465	4041769	976.4
	"Kentucky"	"21"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	292	4068132	7.2
	"Kentucky"	"21"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	4068132	1.2
	"Kentucky"	"21"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	4068132	0.6
	"Kentucky"	"21"	"2001"	"2001"	"All other drug-induced causes"	"D9"	340	4068132	8.4
	"Kentucky"	"21"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	34	4068132	0.8
	"Kentucky"	"21"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	494	4068132	12.1
